,word,freq,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
275,stitching,33,stitch,stitched,zigzag_stitch,embroidery,sewing,topstitching,embroidery_thread,pin_tucks,sewn,
276,difficult,58,impossible,tricky,virtually_impossible,tough,harder,diffi_cult,challenging,easier,trickier,
277,upon,23,on,Upon,Performance_Ratios_Based,onthe,whereupon,GTC_cautions_investors,solely,Calgary_Alberta_Zargon,thereupon,
278,signal,19,signals,signaling,UltraCMOS_TM_mixed,organizer_Engin_Karahan,Signals,hailed_Perminov,frequency_modulated,Karsnia_recognized,transmitter,
279,never,97,not,nobody,rarely,seldom,anything,once,always,Never,'ve,
280,affiliate,22,affliate,Affiliate,affiliates,affiliated,affilate,Hashlamoun_became,Shelley_Goings,affilliate,HealthAmerica_HealthAssurance_Pennsylvania,
281,personally,21,Successful_examinees,honestly,Knowing_Darrent,Personally,me,sincerely,I,anybody,Luis_Alberto_Martos,
282,therefore,38,consequently,hence,moreover,Therefore,furthermore,thus,Consequently,Hence,Thirdly,
283,nd,18,st,3_rd,th,3rd,7th,rd,5th,8th,4th,
284,along,43,Along,across,paralleling,alongside,through,onto,beside,flanking,parallel,
285,extra,31,additional,Extra,additonal,exta,spare,addtional,inordinate_amount,territorial_jurisdiction_ETJ,special,
286,ensure,22,ensuring,assure,ensures,Ensuring,toensure,assuring,ensured,safeguard,Ensure,
287,huge,47,enormous,big,massive,tremendous,gigantic,immense,colossal,sizeable,Huge,
288,spot,66,spots,place,slot,berth,position,News_Gossips_Specials,CN_PhD,berths,dark_slashes_marring,
289,across,107,Across,accross,throughout,around,aross,acrossthe,acoss,acorss,acros,
290,week,128,month,weekend,weeks,year,day,summer,fortnight,days,morning,
291,list,18,lists,List,Lists,wishlist,blacklist,watchlist,alphabetical_listing,listof,listing,
292,adjust,33,readjust,adjusting,adapt,adjusts,readjusted,adjusted,acclimate,Adjust,adjustment,
293,version,18,versions,verison,iteration,incarnation,verson,Version,verion,latest_iteration,ver_sion,
294,already,51,Already,been,have,now,yet,recently,also,has,previously,
295,receive,32,recieve,receives,received,receiving,toreceive,provide,re_ceive,receieve,recieves,
296,run,35,runs,running,drive,ran,scamper,tworun_double,go,twoout,walk,
297,anything,106,nothing,anybody,something,anyone,not,Nothing,everything,any,Anything,
298,system,20,systems,sytem,sys_tem,System,mechanism,sysem,systen,system.The,sytems,
299,thought,140,knew,think,figured,felt,guess,probably,believed,thinking,maybe,
300,reduction,76,reductions,decrease,increase,increases,reducing,Reductions,reduced,decreases,reduce,
301,resolution,18,resolutions,Resolution,resolution_condemning,Resolutions,nonbinding_resolution,resolution_authorizing,resoultion,resolu_tion,H.Con.Res,
302,aurora,17,auroras,aurora_borealis,auroral,aurorae,auroral_displays,Aurora_Borealis,meteor_shower,X_ray_emission,substorm,
303,free,19,Free,Six_Flags_website_http://www.sixflags.com,FREE,nominal_fee,therapy_systems_NFITS,restricted,complimentary,afree,www.dickmorris.com,
304,matter,70,mater,matters,issue,mattter,creatively_spelled,question,regardless,Weather.com_handles,Accomplishing_teamwork,
305,lightroom,17,adobe_cs4,windows_vista,adobe_photoshop,microsoft,photoshop_cs4,vmware,matlab,microsoft_office,windows_xp,
306,waterfall,17,waterfalls,cascading_waterfall,cascading_waterfalls,majestic_waterfalls,waterfall_cascading,Ayung_River,Devil_Throat,babbling_brook,tiered_waterfall,
307,performance,17,peformance,performace,performances,perfomance,perform_ance,Performance,preformance,per_formance,perfor_mance,
308,left,109,leaving,leave,leaves,returned,right,departed,limped,went,remaining,
309,manual,27,manuals,cartwheeling_blades,Manual,Driverless_vehicles,DSG_transmissions,manually,instruction_manual,circumvent_censors,DSG_gearboxes,
310,wait,27,waiting,waited,waits,wait_patiently,Wait,ash_cloud_dissipates,wait_til,waiting_patiently,Waiting,
311,canon,17,canons,sacred_scripture,Storero_wrote,adhered_scrupulously,oeuvre,canonists,canonical,theology,Frombork,
312,captured,95,capture,capturing,Captured,recaptured,captures,Capturing,nabbed,SCI_FI_fuels,seized,
313,either,41,or,not,any,simply,No_Snoopy_bedsheets,if,neither,unless,anyway,
314,strong,105,solid,stong,robust,stronger,weak,Strong,strongest,good,strength,
315,amount,19,amounts,amout,sum,quantity,amountof,sums,ammount,proportion,quantities,
316,attention,17,Attention,undivided_attention,attentions,atten_tion,atttention,spotlight,notoriety,acclaim,ire,
317,viewfinder,17,optical_viewfinder,electronic_viewfinder,camera_lens,zoom_lens,camera_viewfinder,LCD_viewfinder,5x_zoom,angle_lens,optical_zoom,
318,course,17,courses,Course,Innisbrook_Copperhead,Meadow_Valleys,USATF_certified,Safriya,Maui_Kapalua_Plantation,Fazio_Canyons,emetogenic_cancer,
319,email,17,e_mail,emails,E_mail,Email,roycimagala@hotmail.com,cclark####nd@netscape.net,email_info@unify.com,Stephen_Gallien,Website_www.citizen_news.org,
320,although,85,but,though,Although,Though,However,however,nevertheless,Nevertheless,But,
321,brush,18,brushes,Hashimiyat_west,Shop_Vac_attachment,paintbrush,soft_bristle_brush,Venkat_Thannir,Crappie_minnows_fished,scrub_brush,brushing,
322,fuego,16,ritmo,corazn,viento,aprender,salir,que_te,lo_mismo,m,_Quin,
323,several,116,numerous,few,dozens,two,three,many,various,Several,four,
324,easy,77,easier,easiest,simple,Easy,difficult,effortless,straightforward,convenient,quick,
325,support,24,supporting,suport,suppport,Support,supported,backing,supports,assistance,sup_port,
326,visual,23,visually,Nikki_Marlette,aural,visuals,Visual,auditory_visual,auditory_cues,tactile,visual_cues,
327,following,21,Following,after,follows,followed,subsequent,folllowing,follwing,ollowing,culminating,
328,data,29,Data,datasets,dataset,databases,statistics,information,database,Data_System_IPEDS,data.The,
329,natural,24,Splittorff_lacked,Natural,Mike_Taugher_covers,manmade,shell_salted_pistachios,unnatural,naturally,Intraparty_squabbles,Burt_Bees_,
330,space,16,spaces,music_concept_ShockHound,Shuttle_docks,Space,Soviet_Union_Yuri_Gagarin,Shuttle_Discovery_blasts,Shuttle_Discovery_docks,Shuttle_Endeavour_undocks,Shuttle_Discovery_arrives,
331,fast,53,quick,rapidly,Fast,quickly,slow,faster,breakneck_speed,TSFG_focuses,rapid,
332,happy,22,glad,pleased,ecstatic,overjoyed,thrilled,satisfied,proud,delighted,disappointed,
333,online,20,Internet,Online,http://www.neustar.biz/,internet,www.sleepnumber.com,web,http://www.NeuStar.biz,Web,Visit_PROFIT,
334,multiple,49,Multiple,numerous,mulitple,various,multitude,mutliple,several,mutiple,variety,
335,author,16,coauthor,Author,authors,bestselling_author,article_Anatoly_Yablokov,co_authored,coauthored,novelist,Hazel_Lodevico_To'o_Email,
336,put,54,putting,puts,Putting,Put,placed,pull,bring,brought,pushed,
337,sharp,55,sharpest,sharper,steep,slight,dramatic,sharply,razor_sharp,sharpened,strong,
338,reduce,43,reducing,lessen,minimize,eliminate,reduces,toreduce,Reducing,reduced,thereby_reducing,
339,idea,38,concept,notion,suggestion,ideas,theory,thought,notions,proposition,proposal,
340,since,38,Since,Ever,####,sincethe,since####,been,has,inception,last,
341,ask,72,asking,asked,asks,tell,Ask,know,questons,SCHIEFFER_Let,Asking,
342,done,25,doing,do,accomplished,undertaken,Doing,happened,gone,performed,Basketball_betting.com,
343,impact,53,impacts,effect,effects,detrimental_effect,implications,ramifications,repercussions,affect,adverse_effects,
344,generally,99,typically,usually,normally,often,traditionally,tend,rarely,seldom,mostly,
345,common,16,Common,prevalent,bulging_waistlines_defies,Methane_colorless_odorless,aspergillosis_candidiasis_coccidioidomycosis_listeriosis,TDb_Split_invests,period_Poynor_gynecological,Prosecutor_Ann_Swegle,commonest,
346,whole,100,entire,basically,really,rest,everybody,silly_Billen,just,quite_frankly,this,
347,meaning,39,meanings,means,Designated_hitter_Joe_Mauer,denotations,denote,mean,connotation,phrase,denotative,
348,obvious,41,apparent,painfully_obvious,glaringly_obvious,readily_apparent,blatantly_obvious,evident,undeniable,clear,glaring,
349,choose,61,choosing,select,choice,decide,Choosing,chooses,chose,Choose,chosen,
350,planning,35,planned,preparing,planing,plans,Planning,plan,planner,planners,director_Tony_Criscitiello,
351,battery,16,batteries,Lithium_ion_battery,rechargeable_battery,Li_Ion_battery,lithium_polymer_battery,lithium_ion_battery,Lithium_Ion_battery,Li_ion_battery,Li_Polymer,
352,page,16,pages,webpage,views_Trackback_Print,5th_Fleet_Navy_NewsStand,homepage,ProMetic_Annual,ClubMac_Hot_Deals,MacZone_Hot_Deals,Chris_Rattue_View,
353,worth,21,valued,costing,smackeroos,value,worht,squillion,worthwhile,woth,4m__#.#m,
354,every,63,Every,each,EVERY,Each,this,evey,another,everybody,everyone,
355,excellent,194,terrific,superb,exceptional,fantastic,good,great,Excellent,impeccable,exemplary,
356,fall,26,falling,falls,drop,tumble,rise,plummet,fell,spring,Fall,
357,personal,15,Personal,per_sonal,Biden_decries_unbecoming,pesonal,area_networks_WPANs,nonpersonal,everyone_Lucaccini,BY_GREGORY_KARP,own,
358,zealand,20,australia,south_africa,nz,uk,ireland,canada,singapore,usa,india,
359,stop,18,stopped,stopping,stops,Stop,halt,prevent,Stopping,cease,dissuade,
360,shadow,15,shadows,pall,governors_Mullah_Abdul,Shadow,Palenque_ruins_Lacandon_priest,rename_RFK,dark_clouds,Punxsutawney_Phil_sees,NEW_ORLEANS_Battered,
361,head,17,heads,Head,director,assistant,deputy,chief,chair,Youssef_Kanjo,arm,
362,half,16,quarter,quarters,midway_through,midway_throught,fourths,firsthalf,##/#-minute_span,minutes,substituting_liberally,
363,ground,15,gound,Twin_Towers_collapsing,Ground,ruined_Ueda,turf,Dagsa_falling,groud,theground,Vandna_Jain_walk,
364,flat,16,Solutions_Covad_VoIP,remark_rhetorical_flourish,displays_FPD,flatish,panel_displays_FPDs,Flat,plush_potties_feature,flattish,unchanged,
365,particular,60,specific,specifically,certain,type,Particular,particularly,PREIT_Annual_Report,singular,clearly,
366,horizontal,63,Horizontal,vertical,horizontally,orthogonally,chamfer,perpendicular,vertically,drilled_horizontally,vertically_horizontally,
367,electronic,41,Electronic,electronically,computerized,music_pioneer_experim,e,tagging_curfews,automated,eletronic,digital,
368,least,37,Piedra_Blanca_emergency,one,only,leas,nearly,minimum,roughly,five,leat,
369,option,28,options,Option,alternatives,alternative,choice,opt,Options,fallback,incentive,
370,alpha,16,anti_trypsin_deficiency,alphas,alpha_beta,1_antitrypsin_AAT,beta,beta_hydroxy_acids,adrenoreceptor,betas,DEC_Alpha,
371,relatively,30,comparatively,fairly,Relatively,remarkably,surprisingly,comparably,exceedingly,unusually,realtively,
372,moving,40,moved,Moving,move,inching,shifting,moves,pushing,drifting,relocating,
373,body,15,bodies,Body,corpse,torso,partially_decomposed,decomposing_body,clothing_scented_soaps,vehicle_Kamenobu,shallow_grave_More_>>,
374,cloud,15,clouds,Cloud,Abu_Risha_assassination,Carefully_cautiously,cloud_computing,daily_Ichimoku,IaaS_PaaS_SaaS,dark_clouds,Flexiscale,
375,allow,97,enable,allowing,allows,allowed,require,enabling,enabled,enables,let,
376,including,41,ranging,included,inlcuding,include,incuding,assorted,Including,other,Among,
377,bulb,15,bulbs,CFL_bulb,incandescent_bulb,LED_bulb,light_bulb,fluorescent_bulb,florescent_bulb,florescent_bulbs,fluorescent_tube,
378,buy,32,sell,purchase,buying,bought,buys,Buy,tobuy,purchased,Buying,
379,turn,45,turning,turned,turns,Turning,pull,Turn,morph,yank,move,
380,took,194,taking,take,taken,takes,gave,Taking,went,came,Took,
381,release,22,releasing,releases,released,relase,Releasing,Release,realease,relased,Released,
382,wider,46,broader,larger,narrower,Wider,widen,broadening,broad,widest,greater,
383,old,14,yearold,boy,0ld,daughter,son,Dog_mauls,girl,daughter_Kylah,olds,
384,everything,118,Everything,everybody,everyone,anything,nothing,whatever,something,things,everthing,
385,form,26,forms,shape,forming,Lead_Celador,completing_Retraction_Request,Gianfranco_Zola_Hammers,metatarsal_fractures,fronts_collide_Pasch,Xavi_Hernandez_Gerard_Pique,
386,thinking,93,Thinking,think,dreaming,thought,talking,imagining,##'Yankees,Woody_Allen_steamiest_WHAT,mindset,
387,real,211,genuine,great,really,actual,everything'sa,actually,kind,true,Therein_lays,
388,original,16,orginal,orignal,Original,reworked,ACLU_conserves,originals,originally,Otsuka_researches_develops_manufactures,TransAct_sells,
389,movement,14,movements,movment,Movement,burgeoning_bebop,revolution,activism,Movements,revolutionary_syndicalism,feminism_environmentalism,
390,easily,39,readily,quickly,Easily,effortlessly,instantly,conveniently,inexpensively,effectively,simply,
391,someone,22,somebody,anyone,Someone,somebody_else,somone,anybody,person,Anybody,Somebody,
392,needed,54,need,necessary,urgently_needed,required,needing,needs,sorely_needed,meant,wanted,
393,latest,80,lastest,Latest,newest,recent,thelatest,latests,headline_grabbing,new,Ninemsn_Newsroom,
394,pretty,112,pretty_darn,very,awfully,quite,fairly,pretty_darned,unbelievably,really,incredibly,
395,dslr,26,Fuji_FinePix,nikon,Sigma_SD##,Samsung_Digimax,Canon_Powershot_SD###,LX5,VR_lens,compact_digicam,Canon_Ixus,
396,lesson,14,lessons,Lessons,Lesson,refresher_course,lession,civics_lesson,teach,salutary_lesson,Here_endeth,
397,practice,14,practiced,practicing,pratice,practices,Practice,prac_tice,workouts,Practicing,shoot_arounds,
398,based,14,Based,headquartered,baed,headquarted,basing,basedin,bsed,Basing,basd,
399,achieve,22,attain,achieving,achieved,acheive,accomplish,achieves,achievable,attaining,attained,
400,nearly,53,almost,roughly,Nearly,morethan,total,Almost,whopping,Arturo_Toscano,Roughly,
401,tend,129,tended,tends,usually,typically,tendency,often,generally,oftentimes,sometimes,
402,stunning,35,breathtaking,spectacular,jaw_dropping,dazzling,astonishing,startling,Stunning,remarkable,dramatic,
403,perhaps,92,Possibly,possibly,Perhaps,maybe,might,probably,arguably,surely,even,
404,position,14,postion,positions,positon,posi_tion,postition,postions,posiiton,stance,Position,
405,identical,34,virtually_identical,identically,strikingly_similar,similar,eerily_similar,dissimilar,indentical,Identical,indistinguishable,
406,sharpness,29,crispness,color_saturation,brightness,incisiveness,goalscoring_instincts,razor_sharpness,smoothness,sharper,defensive_solidity,
407,published,22,pubished,publish,publication,released,publised,Published,journal_Psychological_Medicine,Springer_journal_Naturwissenschaften,NEJM.org,
408,golden,14,glorious,millet_enriched,glory,gilt_edged,gilded,embroidered_vest,halcyon,glittering,glimmering,
409,seen,50,witnessed,shown,noticed,saw,viewed,see,seeing,glimpsed,Seen,
410,bag,19,bags,plastic_bag,suitcase,backpack,satchel,duffel_bag,duffle_bag,Ziploc_bag,toiletry_bag,
411,life,15,lives,chiseled_burnished_refined,Interaction_enriches_your,Shanda_Interaction_enriches,Life,Fayaz_Wani_reports,lifestyle,joys_sorrows,humdrum_existence,
412,hand,17,hands,Hand,finger,fingers,Hands,palm,arm,thumb,fingertips,
413,unique,17,distinctive,uniquely,uniqueness,unparalleled,distinct,innovative,unrivaled,uniquely_tailored,called_U2B_R,
414,recommend,59,recommended,recommending,recommends,consider,advise,reccomend,recomend,propose,heartily_recommend,
415,talk,34,talking,talked,speak,Talk,discuss,discussing,tell,brag,complain,
416,rock,13,rock_n_roll,rockers,punk_emo,punk_rock,alt_rock,station_WHJY_FM,rocks,indie_rock,star_Gustavo_Cerati,
417,year,37,month,week,months,decade,years,summer,year.The,September,weeks,
418,happen,33,happens,occur,happening,happened,tomorrow_Camardelle,do,hap_pen,Jassim_Zeidan_al,mourner_Nazakat_Soomro,
419,motion,31,motions,perfusion_pulse_oximetry,Shortly_afterward_Nicholl,Judge_Donald_Horrox,Motions,Motion,Asus_PrimeSense,instruct_conferees,resolution,
420,pro,13,Pro,blogger_Jill_Stanek,quid_quo,golfer_Tadd_Fujikawa,Khaleda_faction,writer_Omar_Koush,hartal_procession,Ultimas_Noticias_quoted,Nazi_Vichy_regime,
421,saw,65,noticed,witnessed,seeing,looked,came,watched,seen,showed,went,
422,equipment,13,equipments,Equipment,equiment,equip_ment,equiptment,machinery,equipement,eqipment,cranes_forklifts,
423,typically,98,usually,generally,normally,often,tend,customarily,Typically,traditionally,rarely,
424,truly,74,genuinely,Truly,really,truely,indeed,uniquely,absolutely,profoundly,ebullient_Ohno,
425,screen,14,screens,onscreen,LCD_screen,screeen,3in_LCD,videotaped_eulogy,viewscreen,widescreen,Capacitive_touch,
426,moon,13,lunar,lunar_surface,waning_gibbous,Mars,waxing_gibbous,manned_lunar_landing,outer_space,lunar_landing,Moon,
427,desert,13,deserts,arid_desert,arid,barren_desert,desert_sands,desert_dunes,desert_oasis,arid_deserts,Brad_Pitt_Rinko_Kikuchi,
428,building,13,buildings,Building,bulding,buidling,buiding,buildling,buildng,renovating,buliding,
429,starting,119,beginning,start,Starting,started,starts,begin,going,begins,word_TIPSUD,
430,information,15,info,infomation,infor_mation,informaiton,informa_tion,informationon,informationabout,Information,informaion,
431,lighting,13,Lighting,illumination,Eric_Lotze,designer_Howell_Binkley,lights,lighting_fixtures,Robert_Wierzel,LED_lighting,lightings,
